feedback_id,customer_id,date,feedback_text,source
F000478,C0186,2026-04-03,The product is easy to use.,Survey
F000479,C0187,2026-04-25,The product has improved our workflow.,Review
F000480,C0187,2026-03-09,The product is easy to use.,In-app
F000481,C0187,2026-03-09,The product has improved our workflow.,Review
F000482,C0188,2026-02-02,The product has improved our workflow.,Survey
F000483,C0188,2026-03-20,The dashboard is very useful.,Review
F000484,C0189,2026-03-12,The dashboard is very useful.,Survey
F000485,C0189,2026-03-12,We are considering other options.,Support
F000486,C0190,2026-04-24,The integration keeps causing problems.,Interview
F000487,C0190,2026-04-21,The dashboard is very useful.,Survey
F000488,C0191,2026-03-09,The product is easy to use.,Survey
F000489,C0192,2026-03-29,The product has improved our workflow.,In-app
F000490,C0192,2026-04-25,The product has been difficult to use recently.,Survey
F000491,C0192,2026-03-29,The product is easy to use.,In-app
F000492,C0192,2026-03-29,The dashboard is very useful.,In-app
F000493,C0193,2026-04-03,The product has improved our workflow.,In-app
F000494,C0193,2026-04-03,The product has improved our workflow.,Survey
F000495,C0193,2026-04-03,The product has improved our workflow.,Survey
F000496,C0194,2026-01-15,The product is easy to use.,Survey
F000497,C0195,2026-04-20,The dashboard is very useful.,In-app
F000498,C0196,2026-04-24,The product is easy to use.,In-app
F000499,C0196,2026-04-24,The experience has become frustrating.,Support
F000500,C0197,2026-03-10,The product has been difficult to use recently.,Interview
F000501,C0197,2026-03-10,The integration keeps causing problems.,Interview
F000502,C0198,2026-04-07,The product has improved our workflow.,Survey
F000503,C0198,2026-04-07,The dashboard is very useful.,Survey
F000504,C0199,2026-02-04,The experience has become frustrating.,Interview
F000505,C0199,2026-04-04,We need a more reliable integration.,Survey
F000506,C0200,2026-04-09,The product is easy to use.,Review
F000507,C0200,2026-04-19,We need a more reliable integration.,Interview
F000508,C0200,2026-04-16,The integration setup is confusing.,Interview
F000509,C0200,2026-04-09,We are considering other options.,Support
F000510,C0201,2026-03-24,Our team has had a good experience.,In-app
F000511,C0201,2026-03-24,We are considering other options.,Survey
F000512,C0201,2026-04-06,The product has improved our workflow.,Review
F000513,C0202,2026-02-13,The product has improved our workflow.,Review
F000514,C0202,2026-02-13,Our team has had a good experience.,Survey
F000515,C0203,2026-02-02,Our team has had a good experience.,Review
F000516,C0204,2026-02-13,The product has improved our workflow.,Review
F000517,C0205,2026-04-28,We are considering other options.,Survey
F000518,C0205,2026-02-25,We are considering other options.,Interview
F000519,C0205,2026-04-13,The product is easy to use.,Survey
F000520,C0205,2026-03-14,The product has improved our workflow.,Survey
F000521,C0206,2026-03-23,We are having too many problems.,Interview
F000522,C0207,2026-03-05,The dashboard is very useful.,Review
F000523,C0207,2026-04-05,We need a more reliable integration.,Interview
F000524,C0208,2026-02-15,Our team has had a good experience.,Survey
F000525,C0209,2026-04-03,The product has improved our workflow.,Survey
F000526,C0209,2026-04-03,Our integration is not working properly.,Survey
F000527,C0209,2026-04-03,The product has been difficult to use recently.,Survey
F000528,C0210,2026-04-23,The product is easy to use.,In-app
F000529,C0211,2026-04-03,The dashboard is very useful.,Review
F000530,C0211,2026-04-03,We need a more reliable integration.,Interview
F000531,C0211,2026-04-11,The integration setup is confusing.,Interview
F000532,C0212,2026-04-05,The integration setup is confusing.,Support
F000533,C0213,2026-03-06,The product has improved our workflow.,Survey
F000534,C0213,2026-03-06,The dashboard is very useful.,Review
F000535,C0214,2026-04-08,The product has improved our workflow.,Review
F000536,C0214,2026-04-08,We are having too many problems.,Survey
F000537,C0214,2026-04-08,The experience has become frustrating.,Interview
F000538,C0215,2026-01-23,The experience has become frustrating.,Support
F000539,C0216,2026-03-06,The dashboard is very useful.,Review
F000540,C0216,2026-03-06,We need a more reliable integration.,Survey
F000541,C0217,2026-04-27,Our team has had a good experience.,In-app
F000542,C0217,2026-04-27,The product has improved our workflow.,In-app
F000543,C0217,2026-04-27,The experience has become frustrating.,Interview
F000544,C0218,2026-02-16,The product has been difficult to use recently.,Support
F000545,C0218,2026-04-16,The dashboard is very useful.,Survey
F000546,C0218,2026-03-03,We need a more reliable integration.,Interview
F000547,C0218,2026-03-28,Our team has had a good experience.,In-app
F000548,C0219,2026-04-22,The integration setup is confusing.,Interview
F000549,C0220,2026-03-22,We are having too many problems.,Survey
F000550,C0220,2026-04-02,The product has improved our workflow.,Survey
F000551,C0220,2026-03-22,We are having too many problems.,Support
F000552,C0221,2026-03-09,The experience has become frustrating.,Survey
F000553,C0221,2026-04-22,The dashboard is very useful.,Review
F000554,C0222,2026-04-28,We are having too many problems.,Support
F000555,C0222,2026-04-18,We are considering other options.,Interview
F000556,C0222,2026-04-18,Our team has had a good experience.,Review
F000557,C0223,2026-04-10,Our team has had a good experience.,Survey
F000558,C0223,2026-04-08,Our integration is not working properly.,Interview
F000559,C0223,2026-03-23,The product has improved our workflow.,Survey
F000560,C0224,2026-03-24,The integration keeps causing problems.,Support
F000561,C0224,2026-03-06,Our team has had a good experience.,Survey
F000562,C0225,2026-03-19,We are having too many problems.,Survey
F000563,C0226,2026-03-21,The integration setup is confusing.,Survey
F000564,C0226,2026-03-24,We are having too many problems.,Survey
F000565,C0226,2026-03-15,We need a more reliable integration.,Survey
F000566,C0227,2026-02-23,We are considering other options.,Support
F000567,C0228,2026-02-17,The product has been difficult to use recently.,Survey
F000568,C0229,2026-04-08,The product has improved our workflow.,In-app
F000569,C0229,2026-04-24,The product is easy to use.,Survey
F000570,C0230,2026-02-24,The dashboard is very useful.,Survey
F000571,C0230,2026-02-24,The product has improved our workflow.,Review
F000572,C0230,2026-03-23,Our team has had a good experience.,Survey
F000573,C0230,2026-03-07,We need a more reliable integration.,Survey
F000574,C0231,2026-03-11,The product has improved our workflow.,Review
F000575,C0231,2026-03-26,Our team has had a good experience.,Survey
F000576,C0231,2026-03-11,The dashboard is very useful.,Review
F000577,C0232,2026-04-10,The experience has become frustrating.,Support
F000578,C0232,2026-04-27,The product has been difficult to use recently.,Interview
F000579,C0232,2026-04-10,The product has improved our workflow.,Review
F000580,C0232,2026-04-10,We need a more reliable integration.,Interview
F000581,C0233,2026-04-29,Our team has had a good experience.,Review
F000582,C0233,2026-04-29,The dashboard is very useful.,Review
F000583,C0234,2026-03-15,We are considering other options.,Interview
F000584,C0234,2026-03-09,The product is easy to use.,Review
F000585,C0234,2026-03-09,We are having too many problems.,Interview
F000586,C0234,2026-04-26,The dashboard is very useful.,Review
F000587,C0235,2026-04-28,The product is easy to use.,In-app
F000588,C0235,2026-04-28,Our integration is not working properly.,Survey
F000589,C0235,2026-04-28,The dashboard is very useful.,Review
F000590,C0236,2026-02-21,The product has improved our workflow.,Survey
F000591,C0236,2026-01-27,The dashboard is very useful.,Survey
F000592,C0236,2026-03-04,The product is easy to use.,In-app
F000593,C0236,2026-03-10,The integration setup is confusing.,Support
F000594,C0237,2026-03-22,We need a more reliable integration.,Support
F000595,C0237,2026-03-18,The dashboard is very useful.,Review
F000596,C0237,2026-03-18,The product has improved our workflow.,Review
F000597,C0237,2026-03-18,The product has been difficult to use recently.,Survey
F000598,C0238,2026-03-03,The integration setup is confusing.,Interview
F000599,C0239,2026-03-13,Our team has had a good experience.,Survey
F000600,C0239,2026-03-04,Our team has had a good experience.,Survey
F000601,C0239,2026-04-07,The product is easy to use.,Survey
F000602,C0239,2026-03-04,We are considering other options.,Interview
F000603,C0240,2026-04-17,Our integration is not working properly.,Support
F000604,C0240,2026-04-21,Our team has had a good experience.,Review
F000605,C0240,2026-03-13,We need a more reliable integration.,Support
F000606,C0241,2026-03-04,The dashboard is very useful.,In-app
F000607,C0242,2026-04-29,The product is easy to use.,In-app
F000608,C0242,2026-04-29,The product is easy to use.,Survey
F000609,C0242,2026-04-29,Our team has had a good experience.,Review
F000610,C0242,2026-04-29,The integration keeps causing problems.,Support
F000611,C0243,2026-02-16,The product has improved our workflow.,Survey
F000612,C0243,2026-02-22,The product is easy to use.,Survey
F000613,C0243,2026-04-05,Our integration is not working properly.,Support
F000614,C0244,2026-04-23,The product has improved our workflow.,Survey
F000615,C0244,2026-04-23,The product is easy to use.,In-app
F000616,C0244,2026-04-23,The product has improved our workflow.,Review
F000617,C0245,2026-04-17,The integration setup is confusing.,Support
F000618,C0245,2026-04-17,The dashboard is very useful.,Survey
F000619,C0246,2026-04-14,Our team has had a good experience.,Survey
F000620,C0247,2026-02-12,The dashboard is very useful.,Survey
F000621,C0247,2026-02-09,The dashboard is very useful.,Survey
F000622,C0247,2026-04-01,We need a more reliable integration.,Support
F000623,C0247,2026-02-13,The dashboard is very useful.,In-app
F000624,C0248,2026-01-31,The dashboard is very useful.,Survey
F000625,C0248,2026-02-18,We are having too many problems.,Interview
F000626,C0249,2026-03-16,The product has improved our workflow.,Review
F000627,C0249,2026-03-23,The product is easy to use.,Review
F000628,C0249,2026-03-16,Our team has had a good experience.,Survey
F000629,C0249,2026-02-19,The dashboard is very useful.,Survey
F000630,C0250,2026-02-23,Our team has had a good experience.,Review
F000631,C0250,2026-03-09,Our team has had a good experience.,Survey
F000632,C0251,2026-04-23,Our team has had a good experience.,Survey
F000633,C0251,2026-04-23,The product is easy to use.,Review
F000634,C0251,2026-04-23,The integration setup is confusing.,Survey
F000635,C0251,2026-04-23,Our team has had a good experience.,Review
F000636,C0252,2026-03-14,The dashboard is very useful.,Survey
F000637,C0252,2026-03-28,The dashboard is very useful.,Review
F000638,C0252,2026-04-03,The integration setup is confusing.,Support
F000639,C0252,2026-04-25,The product is easy to use.,Survey
F000640,C0253,2026-01-26,The product has improved our workflow.,Survey
F000641,C0253,2026-02-16,The product has improved our workflow.,Review
F000642,C0253,2026-02-23,Our team has had a good experience.,Survey
F000643,C0253,2026-01-11,Our team has had a good experience.,In-app
F000644,C0254,2026-01-11,The product is easy to use.,Survey
F000645,C0254,2026-02-13,The experience has become frustrating.,Survey
F000646,C0254,2026-02-17,Our team has had a good experience.,Survey
F000647,C0255,2026-04-04,The product is easy to use.,Review
F000648,C0255,2026-04-04,We are having too many problems.,Support
F000649,C0256,2026-03-12,The product has been difficult to use recently.,Survey
F000650,C0256,2026-03-04,Our team has had a good experience.,In-app
F000651,C0256,2026-03-23,Our integration is not working properly.,Support
F000652,C0257,2026-04-15,The experience has become frustrating.,Support
F000653,C0257,2026-04-15,The product has been difficult to use recently.,Support
F000654,C0257,2026-04-15,The product has improved our workflow.,In-app
F000655,C0258,2026-01-13,The product has improved our workflow.,Review
F000656,C0259,2026-04-13,We need a more reliable integration.,Survey
F000657,C0260,2026-03-10,We are considering other options.,Interview
F000658,C0260,2026-03-10,The dashboard is very useful.,Survey
F000659,C0261,2026-04-09,The product has improved our workflow.,Survey
F000660,C0261,2026-04-09,The product has been difficult to use recently.,Survey
F000661,C0261,2026-04-09,The product has improved our workflow.,In-app
F000662,C0261,2026-04-09,Our team has had a good experience.,Review
F000663,C0262,2026-03-01,The product is easy to use.,Review
F000664,C0262,2026-01-17,The product is easy to use.,In-app
F000665,C0262,2026-03-07,The product has improved our workflow.,Review
F000666,C0263,2026-02-19,The product has been difficult to use recently.,Support
F000667,C0264,2026-03-26,The product has been difficult to use recently.,Survey
F000668,C0264,2026-03-26,We are considering other options.,Survey
F000669,C0264,2026-03-26,The product is easy to use.,In-app
F000670,C0265,2026-04-17,The product has improved our workflow.,In-app
F000671,C0265,2026-03-02,Our team has had a good experience.,In-app
F000672,C0265,2026-03-02,The dashboard is very useful.,In-app
F000673,C0266,2026-04-25,Our integration is not working properly.,Interview
F000674,C0267,2026-02-11,The product is easy to use.,Survey
F000675,C0267,2026-03-15,The dashboard is very useful.,Review
F000676,C0267,2026-01-22,Our team has had a good experience.,Survey
F000677,C0267,2026-02-04,Our team has had a good experience.,Survey
F000678,C0268,2026-02-03,The product has been difficult to use recently.,Interview
F000679,C0268,2026-02-03,We are considering other options.,Support
F000680,C0268,2026-03-09,The integration keeps causing problems.,Interview
F000681,C0269,2026-03-09,The dashboard is very useful.,Review
F000682,C0269,2026-04-07,We need a more reliable integration.,Survey
F000683,C0269,2026-03-09,Our team has had a good experience.,In-app
F000684,C0270,2026-04-22,The dashboard is very useful.,Review
F000685,C0270,2026-04-22,The product has improved our workflow.,Survey
F000686,C0270,2026-04-22,The product is easy to use.,Review
F000687,C0270,2026-04-22,The product has improved our workflow.,Review
F000688,C0271,2026-03-19,The product is easy to use.,Review
F000689,C0271,2026-04-04,We are considering other options.,Survey
F000690,C0271,2026-03-19,The dashboard is very useful.,Review
F000691,C0271,2026-03-23,The product is easy to use.,In-app
F000692,C0272,2026-03-16,We are having too many problems.,Support
F000693,C0272,2026-04-17,The integration keeps causing problems.,Interview
F000694,C0273,2026-03-11,The integration keeps causing problems.,Interview
F000695,C0273,2026-04-06,We are considering other options.,Support
F000696,C0273,2026-03-20,The product has improved our workflow.,In-app
F000697,C0273,2026-03-07,We need a more reliable integration.,Interview
F000698,C0274,2026-04-29,The dashboard is very useful.,Survey
F000699,C0274,2026-04-29,We are considering other options.,Interview
F000700,C0274,2026-04-29,Our team has had a good experience.,In-app
F000701,C0275,2026-04-27,The product is easy to use.,In-app
F000702,C0276,2026-04-14,We are considering other options.,Interview
F000703,C0276,2026-04-07,The dashboard is very useful.,Survey
F000704,C0277,2026-04-04,We are considering other options.,Interview
F000705,C0277,2026-04-04,The product is easy to use.,Review
F000706,C0277,2026-04-04,We need a more reliable integration.,Interview
F000707,C0278,2026-03-30,The product has improved our workflow.,Review
F000708,C0279,2026-04-05,The dashboard is very useful.,Review
F000709,C0280,2026-04-03,Our team has had a good experience.,Review
F000710,C0280,2026-04-02,The product is easy to use.,In-app
F000711,C0280,2026-04-02,The dashboard is very useful.,In-app
F000712,C0280,2026-04-02,The integration keeps causing problems.,Interview
F000713,C0281,2026-04-20,The integration keeps causing problems.,Support
F000714,C0281,2026-03-13,The integration setup is confusing.,Survey
F000715,C0281,2026-04-05,Our integration is not working properly.,Interview
F000716,C0281,2026-03-28,The integration keeps causing problems.,Support
F000717,C0282,2026-02-21,The product has improved our workflow.,Review
F000718,C0282,2026-02-21,The product has improved our workflow.,Survey
F000719,C0282,2026-02-21,The product has been difficult to use recently.,Interview
F000720,C0282,2026-03-07,Our team has had a good experience.,Survey
F000721,C0283,2026-03-27,The product is easy to use.,Review
F000722,C0283,2026-04-14,The dashboard is very useful.,Review
F000723,C0284,2026-03-25,The product has improved our workflow.,In-app
F000724,C0284,2026-03-25,The integration keeps causing problems.,Interview
F000725,C0284,2026-03-25,The integration setup is confusing.,Survey
F000726,C0285,2026-03-18,We are considering other options.,Support
F000727,C0286,2026-03-21,Our team has had a good experience.,Review
F000728,C0286,2026-02-26,Our team has had a good experience.,Review
F000729,C0286,2026-03-01,The experience has become frustrating.,Interview
F000730,C0287,2026-04-26,Our team has had a good experience.,Review
F000731,C0288,2026-03-08,We are considering other options.,Survey
F000732,C0288,2026-03-08,Our team has had a good experience.,Survey
F000733,C0289,2026-02-27,The product has improved our workflow.,Review
F000734,C0289,2026-02-27,We are having too many problems.,Interview
F000735,C0290,2026-02-05,The product is easy to use.,Review
F000736,C0291,2026-03-06,Our team has had a good experience.,Review
F000737,C0291,2026-02-01,The product is easy to use.,In-app
F000738,C0291,2026-04-06,We are having too many problems.,Survey
F000739,C0292,2026-02-15,The product has improved our workflow.,Survey
F000740,C0292,2026-04-02,We need a more reliable integration.,Support
F000741,C0293,2026-04-11,The integration keeps causing problems.,Interview
F000742,C0293,2026-03-01,We need a more reliable integration.,Interview
F000743,C0293,2026-03-19,Our integration is not working properly.,Interview
F000744,C0293,2026-04-05,We are having too many problems.,Interview
F000745,C0294,2026-02-17,The dashboard is very useful.,Review
F000746,C0294,2026-03-26,The product has improved our workflow.,Survey
F000747,C0295,2026-04-02,We are having too many problems.,Interview
F000748,C0295,2026-02-08,The dashboard is very useful.,Review
F000749,C0296,2026-03-17,The dashboard is very useful.,Survey
F000750,C0296,2026-04-24,Our integration is not working properly.,Support
F000751,C0296,2026-03-17,We are having too many problems.,Interview
F000752,C0296,2026-04-09,The dashboard is very useful.,Review
F000753,C0297,2026-03-15,The integration setup is confusing.,Support
F000754,C0297,2026-04-02,The integration keeps causing problems.,Interview
F000755,C0297,2026-03-12,The product has been difficult to use recently.,Support
F000756,C0298,2026-01-30,The experience has become frustrating.,Interview
F000757,C0298,2026-04-09,We are considering other options.,Survey
F000758,C0299,2026-03-17,The product has improved our workflow.,Review
F000759,C0299,2026-03-17,The dashboard is very useful.,Survey
F000760,C0299,2026-04-03,The experience has become frustrating.,Interview
F000761,C0300,2026-02-18,The experience has become frustrating.,Support
F000762,C0301,2026-04-04,The integration keeps causing problems.,Support
F000763,C0301,2026-02-05,The product is easy to use.,Survey
F000764,C0302,2026-01-14,Our team has had a good experience.,In-app
F000765,C0303,2026-04-01,The product has been difficult to use recently.,Support
F000766,C0304,2026-04-20,The integration keeps causing problems.,Support
F000767,C0304,2026-03-26,The product has improved our workflow.,Review
F000768,C0305,2026-04-03,Our integration is not working properly.,Support
F000769,C0305,2026-04-04,We need a more reliable integration.,Interview
F000770,C0305,2026-01-16,The product has improved our workflow.,Survey
F000771,C0305,2026-03-27,Our integration is not working properly.,Support
F000772,C0306,2026-01-30,The product has improved our workflow.,Survey
F000773,C0306,2026-03-21,The integration setup is confusing.,Interview
F000774,C0306,2026-04-23,The integration setup is confusing.,Support
F000775,C0307,2026-04-08,Our integration is not working properly.,Interview
F000776,C0308,2026-04-28,We are having too many problems.,Support
F000777,C0308,2026-04-26,Our integration is not working properly.,Survey
F000778,C0308,2026-04-26,The dashboard is very useful.,Survey
F000779,C0309,2026-02-20,The product has improved our workflow.,Survey
F000780,C0309,2026-01-16,We are having too many problems.,Survey
F000781,C0309,2026-04-24,The integration keeps causing problems.,Interview
F000782,C0309,2026-01-16,The product has been difficult to use recently.,Survey
F000783,C0310,2026-04-21,We are having too many problems.,Survey
F000784,C0311,2026-02-12,The product has improved our workflow.,Review
F000785,C0312,2026-01-14,The experience has become frustrating.,Survey
F000786,C0312,2026-03-17,We are considering other options.,Survey
F000787,C0312,2026-02-21,We are considering other options.,Support
F000788,C0313,2026-04-10,The product has improved our workflow.,Review
F000789,C0313,2026-03-12,The integration setup is confusing.,Interview
F000790,C0313,2026-04-19,We need a more reliable integration.,Survey
F000791,C0314,2026-01-31,We are considering other options.,Support
F000792,C0314,2026-03-07,The product has improved our workflow.,Review
F000793,C0315,2026-03-21,The integration setup is confusing.,Interview
F000794,C0315,2026-04-03,The integration setup is confusing.,Survey
F000795,C0315,2026-03-12,The integration setup is confusing.,Survey
F000796,C0316,2026-03-27,The dashboard is very useful.,Survey
F000797,C0316,2026-03-27,The product is easy to use.,Review
F000798,C0317,2026-03-16,The product has been difficult to use recently.,Survey
F000799,C0317,2026-03-04,The dashboard is very useful.,Review
F000800,C0318,2026-02-06,The product has improved our workflow.,Review
F000801,C0318,2026-04-25,The dashboard is very useful.,In-app
F000802,C0318,2026-03-03,We are having too many problems.,Interview
F000803,C0318,2026-03-04,The integration keeps causing problems.,Interview
F000804,C0319,2026-03-11,The dashboard is very useful.,In-app
F000805,C0320,2026-01-17,The dashboard is very useful.,Survey
F000806,C0320,2026-04-12,Our team has had a good experience.,Review
F000807,C0321,2026-04-03,The dashboard is very useful.,In-app
F000808,C0322,2026-04-30,The integration keeps causing problems.,Interview
F000809,C0322,2026-04-30,The product is easy to use.,Survey
F000810,C0322,2026-04-30,The product has improved our workflow.,Review
F000811,C0322,2026-04-30,The product has been difficult to use recently.,Survey
F000812,C0323,2026-04-23,The product is easy to use.,Review
F000813,C0323,2026-04-23,Our team has had a good experience.,Survey
F000814,C0323,2026-04-23,The product has improved our workflow.,In-app
F000815,C0323,2026-04-23,The dashboard is very useful.,In-app
F000816,C0324,2026-03-15,The experience has become frustrating.,Interview
F000817,C0324,2026-04-12,We need a more reliable integration.,Interview
F000818,C0324,2026-03-15,The dashboard is very useful.,Review
F000819,C0324,2026-03-15,The dashboard is very useful.,Review
F000820,C0325,2026-03-15,The product is easy to use.,Survey
F000821,C0325,2026-03-15,Our team has had a good experience.,In-app
F000822,C0325,2026-04-06,The product has improved our workflow.,Survey
F000823,C0326,2026-03-02,The product has improved our workflow.,Survey
F000824,C0326,2026-03-02,Our team has had a good experience.,Survey
F000825,C0327,2026-02-02,We are considering other options.,Support
F000826,C0327,2026-02-01,The dashboard is very useful.,In-app
F000827,C0328,2026-04-11,The dashboard is very useful.,Survey
F000828,C0328,2026-04-11,The experience has become frustrating.,Support
F000829,C0329,2026-03-02,The product is easy to use.,Review
F000830,C0329,2026-03-02,The product is easy to use.,Review
F000831,C0329,2026-03-02,The product has been difficult to use recently.,Survey
F000832,C0330,2026-04-14,The product is easy to use.,Survey
F000833,C0331,2026-04-22,The dashboard is very useful.,In-app
F000834,C0331,2026-02-22,Our team has had a good experience.,Survey
F000835,C0331,2026-02-22,The product has improved our workflow.,In-app
F000836,C0331,2026-02-22,Our team has had a good experience.,In-app
F000837,C0332,2026-04-18,The product is easy to use.,In-app
F000838,C0333,2026-01-13,The dashboard is very useful.,Survey
F000839,C0333,2026-03-22,The integration keeps causing problems.,Interview
F000840,C0333,2026-02-06,We are considering other options.,Survey
F000841,C0333,2026-04-26,The product has improved our workflow.,Survey
F000842,C0334,2026-02-05,The dashboard is very useful.,Review
F000843,C0334,2026-02-23,The product is easy to use.,Review
F000844,C0335,2026-03-26,The product has improved our workflow.,Review
F000845,C0335,2026-03-26,We are having too many problems.,Interview
F000846,C0336,2026-02-25,The dashboard is very useful.,Survey
F000847,C0336,2026-03-03,The integration keeps causing problems.,Support
F000848,C0336,2026-02-25,The experience has become frustrating.,Interview
F000849,C0336,2026-02-25,The product has been difficult to use recently.,Survey
F000850,C0337,2026-03-11,The product has improved our workflow.,Survey
F000851,C0337,2026-03-25,The dashboard is very useful.,In-app
F000852,C0338,2026-02-24,The dashboard is very useful.,Survey
F000853,C0338,2026-02-24,The product is easy to use.,Review
F000854,C0338,2026-04-16,The integration setup is confusing.,Interview
F000855,C0339,2026-04-06,Our team has had a good experience.,In-app
F000856,C0339,2026-02-22,The experience has become frustrating.,Survey
F000857,C0339,2026-02-22,The dashboard is very useful.,In-app
F000858,C0339,2026-02-22,The experience has become frustrating.,Support
F000859,C0340,2026-04-15,Our integration is not working properly.,Interview
F000860,C0340,2026-03-01,The experience has become frustrating.,Support
F000861,C0341,2026-04-21,The product has been difficult to use recently.,Survey
F000862,C0342,2026-04-04,We are having too many problems.,Support
F000863,C0342,2026-04-04,The product has improved our workflow.,In-app
F000864,C0343,2026-01-21,The dashboard is very useful.,Review
F000865,C0343,2026-01-10,The product is easy to use.,Review
F000866,C0343,2026-03-05,Our team has had a good experience.,Review
F000867,C0343,2026-03-01,The product is easy to use.,Survey
F000868,C0344,2026-03-28,The product has improved our workflow.,Review
F000869,C0344,2026-04-08,The integration keeps causing problems.,Interview
F000870,C0345,2026-04-01,Our integration is not working properly.,Interview
F000871,C0346,2026-03-24,The experience has become frustrating.,Interview
F000872,C0346,2026-04-09,The dashboard is very useful.,Review
F000873,C0346,2026-03-24,The dashboard is very useful.,Review
F000874,C0347,2026-01-13,The product has been difficult to use recently.,Support
F000875,C0347,2026-02-06,We are having too many problems.,Interview
F000876,C0347,2026-02-15,We are considering other options.,Support
F000877,C0347,2026-04-04,The integration keeps causing problems.,Survey
F000878,C0348,2026-03-21,The product has improved our workflow.,In-app
F000879,C0348,2026-03-01,The product is easy to use.,Survey
F000880,C0348,2026-03-08,We need a more reliable integration.,Interview
F000881,C0349,2026-02-21,The experience has become frustrating.,Survey
F000882,C0349,2026-02-21,Our team has had a good experience.,Review
F000883,C0349,2026-04-02,The product has been difficult to use recently.,Interview
F000884,C0350,2026-04-04,The product has improved our workflow.,Review
F000885,C0350,2026-04-15,Our team has had a good experience.,Survey
F000886,C0350,2026-04-11,The product is easy to use.,In-app
F000887,C0350,2026-04-04,The product has improved our workflow.,Survey
F000888,C0351,2026-04-16,The product has been difficult to use recently.,Survey
F000889,C0351,2026-04-12,The dashboard is very useful.,Survey
F000890,C0351,2026-02-22,The dashboard is very useful.,In-app
F000891,C0352,2026-04-13,We are having too many problems.,Survey
F000892,C0352,2026-04-13,The dashboard is very useful.,In-app
F000893,C0352,2026-04-13,Our team has had a good experience.,Survey
F000894,C0352,2026-04-13,The product has improved our workflow.,Survey
F000895,C0353,2026-04-21,The product has been difficult to use recently.,Support
F000896,C0353,2026-04-21,The product is easy to use.,Review
F000897,C0353,2026-04-21,The product is easy to use.,Survey
F000898,C0353,2026-04-21,The product is easy to use.,In-app
F000899,C0354,2026-04-07,The product has improved our workflow.,In-app
F000900,C0354,2026-03-08,The dashboard is very useful.,Review
F000901,C0354,2026-02-28,The dashboard is very useful.,Review
F000902,C0354,2026-03-26,The integration setup is confusing.,Survey
F000903,C0355,2026-03-12,Our integration is not working properly.,Survey
F000904,C0356,2026-01-25,The product is easy to use.,In-app
F000905,C0356,2026-02-19,Our team has had a good experience.,Review
F000906,C0356,2026-03-21,The integration keeps causing problems.,Interview
F000907,C0356,2026-02-09,We are having too many problems.,Support
F000908,C0357,2026-01-25,Our team has had a good experience.,Survey
F000909,C0357,2026-04-08,We need a more reliable integration.,Survey
F000910,C0357,2026-01-25,Our team has had a good experience.,Survey
F000911,C0358,2026-03-10,The dashboard is very useful.,Survey
F000912,C0358,2026-03-10,Our team has had a good experience.,In-app
F000913,C0358,2026-04-18,We need a more reliable integration.,Support
F000914,C0358,2026-03-10,We need a more reliable integration.,Interview
F000915,C0359,2026-03-21,The dashboard is very useful.,Survey
F000916,C0359,2026-02-27,Our team has had a good experience.,Review
F000917,C0359,2026-02-27,The product has improved our workflow.,Survey
F000918,C0360,2026-03-28,Our team has had a good experience.,Review
F000919,C0361,2026-04-23,The experience has become frustrating.,Support
F000920,C0361,2026-03-21,The integration keeps causing problems.,Interview
F000921,C0361,2026-02-24,The dashboard is very useful.,Review
F000922,C0361,2026-03-12,The product is easy to use.,In-app
F000923,C0362,2026-04-14,Our integration is not working properly.,Support
F000924,C0362,2026-03-02,The product has been difficult to use recently.,Survey
F000925,C0363,2026-03-03,The product is easy to use.,In-app
F000926,C0363,2026-02-05,The dashboard is very useful.,Review
F000927,C0364,2026-03-15,We need a more reliable integration.,Support
F000928,C0365,2026-04-26,The dashboard is very useful.,In-app
F000929,C0365,2026-04-06,Our team has had a good experience.,In-app
F000930,C0365,2026-02-06,The dashboard is very useful.,Survey
F000931,C0366,2026-04-22,Our team has had a good experience.,Survey
F000932,C0366,2026-04-22,The experience has become frustrating.,Survey
F000933,C0366,2026-04-22,Our team has had a good experience.,Review
F000934,C0367,2026-04-29,The product has been difficult to use recently.,Survey
F000935,C0367,2026-04-29,The product has improved our workflow.,Survey
F000936,C0367,2026-04-29,The dashboard is very useful.,Review
F000937,C0367,2026-04-29,The product has improved our workflow.,In-app
F000938,C0368,2026-02-17,The product has improved our workflow.,Review
F000939,C0369,2026-04-22,Our integration is not working properly.,Interview
F000940,C0369,2026-04-13,We are having too many problems.,Survey
F000941,C0369,2026-03-26,The integration keeps causing problems.,Support
F000942,C0369,2026-02-26,The product has been difficult to use recently.,Support
F000943,C0370,2026-04-14,Our team has had a good experience.,Survey
F000944,C0371,2026-04-21,The product has been difficult to use recently.,Survey
F000945,C0371,2026-04-21,Our integration is not working properly.,Support
F000946,C0371,2026-04-21,Our team has had a good experience.,Survey
F000947,C0371,2026-04-21,The integration setup is confusing.,Support
F000948,C0372,2026-04-20,The product has improved our workflow.,Survey
F000949,C0372,2026-04-20,The integration setup is confusing.,Survey
F000950,C0372,2026-04-20,We are considering other options.,Support
F000951,C0373,2026-04-21,The integration setup is confusing.,Support
F000952,C0373,2026-03-12,Our team has had a good experience.,In-app
F000953,C0373,2026-03-14,Our integration is not working properly.,Support
